Source,Target
Мы - семья.,We're a family.
Мы все заняты.,We're all busy.
Мы все превратились в слух.,We're all ears.
Мы все здесь.,We're all here.
Мы все в безопасности.,We're all safe.
Мы любители.,We're amateurs.
Мы атеисты.,We're atheists.
Мы атеистки.,We're atheists.
Мы оба мужчины.,We're both men.
Мы братья.,We're brothers.
Мы мясники.,We're butchers.
Мы разведены.,We're divorced.
Мы в разводе.,We're divorced.
Мы развелись.,We're divorced.
У нас всё хорошо.,We're doing OK.
Мы мечтатели.,We're dreamers.
Нас ожидают.,We're expected.
Мы верные.,We're faithful.
Мы бесстрашные.,We're fearless.
Мы сражаемся.,We're fighting.
Мы боремся.,We're fighting.
Мы закончили.,We're finished.
Мы флористы.,We're florists.
Мы цветоводы.,We're florists.
Теперь мы свободны.,We're free now.
Мы замерзаем.,We're freezing.
Мы первокурсники.,We're freshmen.
Мы гении.,We're geniuses.
Мы признательны.,We're grateful.
Мы благодарны.,We're grateful.
Мы доверчивы.,We're gullible.
Мы безобидные.,We're harmless.
Мы безвредные.,We're harmless.
Мы бездомные.,We're homeless.
Мы невиновны.,We're innocent.
Мы не заняты.,We're not busy.
Нам не холодно.,We're not cold.
Мы не копы.,We're not cops.
Мы не глухие.,We're not deaf.
Мы не свободны.,We're not free.
Мы не дома.,We're not home.
Нас нет дома.,We're not home.
Мы не опоздали.,We're not late.
Мы не опаздываем.,We're not late.
Мы не ленивы.,We're not lazy.
Мы не потерялись.,We're not lost.
Мы не заблудились.,We're not lost.
Мы не работаем.,We're not open.
Мы не бедные.,We're not poor.
Мы не богаты.,We're not rich.
Мы не в безопасности.,We're not safe.
Мы не уверены.,We're not sure.
Мы оскорблены.,We're outraged.
Мы партнёры.,We're partners.
Мы патриоты.,We're patriots.
Мы подающие.,We're pitchers.
Мы настроены позитивно.,We're positive.
Мы сильны.,We're powerful.
Мы могущественны.,We're powerful.
Мы влиятельны.,We're powerful.
Мы пунктуальны.,We're punctual.
Мы завсегдатаи.,We're regulars.
Мы надёжные.,We're reliable.
Сейчас мы в безопасности.,We're safe now.
Теперь мы в безопасности.,We're safe now.
Мы стреляем.,We're shooting.
Мы так счастливы.,We're so happy.
Нам так везёт.,We're so lucky.
Нам так жаль.,We're so sorry.
Мы солдаты.,We're soldiers.
Мы стоим.,We're standing.
Мы проголодались.,We're starving.
Мы ещё не легли.,We're still up.
Мы ещё не спим.,We're still up.
Мы сильнее.,We're stronger.
Мы упрямые.,We're stubborn.
Мы студенты.,We're students.
Мы занимаемся.,We're studying.
Мы подозреваемые.,We're suspects.
Мы лучшие.,We're the best.
Мы лучше всех.,We're the best.
Мы последние.,We're the last.
Мы - одно и тоже.,We're the same.
Мы слишком заняты.,We're too busy.
Мы слишком слабы.,We're too weak.
Мы стажёры.,We're trainees.
Мы беспристрастны.,We're unbiased.
Мы встали рано.,We're up early.
Мы наблюдаем.,We're watching.
Мы с Томом.,We're with Tom.
Мы с тобой.,We're with you.
Мы с вами.,We're with you.
Мы закончили.,We've finished.
Мы его нашли.,We've found it.
Мы её нашли.,We've found it.
У нас это есть.,We've got this.
У нас есть время.,We've got time.
Время у нас есть.,We've got time.
Мы видели её.,We've seen her.
Мы её видели.,We've seen her.
Добро пожаловать на борт.,Welcome aboard.
"Отличная работа, Том.","Well done, Tom."
"Ладно, пошли.","Well, let's go."
"Ладно, пойдём.","Well, let's go."
Они были хороши?,Were they good?
Они были здесь?,Were they here?
Они были тут?,Were they here?
Они здесь были?,Were they here?
Ты был один?,Were you alone?
Ты была одна?,Were you alone?
Вы были одни?,Were you alone?
Вы были один?,Were you alone?
Вы были одна?,Were you alone?
Ты был счастлив?,Were you happy?
Ты была счастлива?,Were you happy?
Вы были счастливы?,Were you happy?
Ты был готов?,Were you ready?
Вы были готовы?,Were you ready?
Ты была готова?,Were you ready?
Ты был прав?,Were you right?
Ты была права?,Were you right?
Вы были правы?,Were you right?
Ты там был?,Were you there?
Ты там была?,Were you there?
Вы там были?,Were you there?
Какой большой кот!,What a big cat!
Какая большая собака!,What a big dog!
Что за страна!,What a country!
Какой жаркий день!,What a hot day!
Вот так встреча!,What a meeting!
Какое чудо!,What a miracle!
Что за чудо!,What a miracle!
Какой печальный день!,What a sad day!
Какая мысль!,What a thought!
Какая трагедия!,What a tragedy!
А как насчёт Тома?,What about Tom?
Что насчёт Тома?,What about Tom?
А как же Том?,What about Tom?
А ты?,What about you?
А как насчет тебя?,What about you?
А вы?,What about you?
Что то такое?,What are those?
Что я могу съесть?,What can I eat?
Чем я могу пользоваться?,What can I use?
Что это может быть?,What can it be?
Что мы можем сделать?,What can we do?
Чем это вызвано?,What caused it?
Что вызывает это?,What causes it?
Что я получил?,What did I get?
Что я выиграл?,What did I win?
А мне-то что?,What do I care?
А мне какое дело?,What do I care?
Какая мне разница?,What do I care?
Что у меня есть?,What do I have?
Что у меня?,What do I have?
Что со мной?,What do I have?
Что я знаю?,What do I know?
Что мне нужно?,What do I need?
Сколько мы должны?,What do we owe?
Чем ты занимаешься?,What do you do?
Чем вы занимаетесь?,What do you do?
Кем вы работаете?,What do you do?
"Что, если у меня не получится?",What if I fail?
Для чего это?,What is it for?
Что на этот раз?,What is it now?
Что мне можно съесть?,What may I eat?
Что я должен делать?,What must I do?
Что мне понадобится?,What'll I need?
Что мне будет нужно?,What'll I need?
